bloomberg_ticker,yahoo,data_provider,signals_ticker
BGCP US,,eodhd,BGCP.US
6707 JP,6707.T,yahoo,6707.T
TASCO TB,,eodhd,TASCO.BK
SFT US,SFT,eodhd,SFT.US
NWE US,NWE,eodhd,NWE.US
MPC US,MPC,eodhd,MPC.US
DVMT US,,eodhd,DVMT.US
1402 TT,1402.TW,eodhd,1402.TW
MDCA FP,,eodhd,MDCA.PA
BAP AU,BAP.AX,eodhd,BAP.AU
ABMD US,ABMD,eodhd,ABMD.US
GENZ US,,eodhd,GENZ.US
SNSS US,,eodhd,SNSS.US
TWR NZ,,yahoo,
DNLI US,DNLI,eodhd,DNLI.US
SCMP US,,eodhd,SCMP.US
069260 KS,,eodhd,069260.KQ
INGA NA,INGA.AS,eodhd,INGA.AS
DGE LN,DGE.L,eodhd,DGE.LSE
ALLN SW,,eodhd,ALLN.SW
HUAN SP,,eodhd,HUAN.SG
032640 KS,032640.KS,eodhd,032640.KQ
3176 TT,,eodhd,3176.TWO
9509 JP,9509.T,yahoo,9509.T
CRG AU,,eodhd,CRG.AU
CTBK US,,eodhd,CTBK.US
GIG US,,eodhd,GIG.US
INR AU,INR.AX,eodhd,INR.AU
JWN US,JWN,eodhd,JWN.US
6160 TT,,eodhd,6160.TWO
950 HK,,eodhd,0950.HK
CIGI CN,CIGI.TO,eodhd,CIGI.TO
8918 JP,,yahoo,
RBH MK,,eodhd,RBH.KLSE
MRVL US,MRVL,eodhd,MRVL.US
072870 KS,,eodhd,072870.KQ
TJX US,TJX,eodhd,TJX.US
SAPE MK,,eodhd,SAPE.KLSE
RO SW,,eodhd,RO.SW
GMS US,GMS,eodhd,GMS.US
PRY IM,PRY.MI,eodhd,PRY.MI
NAL US,,eodhd,NAL.US
STOR US,,eodhd,STOR.US
CICSAB1 MF,,eodhd,CICSAB1.MX
SILK US,SILK,eodhd,SILK.US
NHY NO,NHY.OL,eodhd,NHY.OL
FWM US,,eodhd,FWM.US
MBTN SW,MBTN.SW,eodhd,MBTN.SW
CVI US,CVI,eodhd,CVI.US
WPL AU,WPL.AX,eodhd,WPL.AU
UMWOG MK,,eodhd,UMWOG.KLSE
RAH US,,eodhd,RAH.US
ALH AU,,eodhd,ALH.AU
ARWR US,ARWR,eodhd,ARWR.US
4449 JP,,yahoo,
PRO US,PRO,eodhd,PRO.US
EXT AU,,eodhd,EXT.AU
FHB US,FHB,eodhd,FHB.US
2131 US,,eodhd,2131.US
MRKR US,,eodhd,MRKR.US
RR/ LN,RR.L,eodhd,RR.LSE
TSB LN,,eodhd,TSB.LSE
TRI FP,TRI.PA,eodhd,TRI.PA
BCSI US,,eodhd,BCSI.US
FUBC US,,eodhd,FUBC.US
MKTG US,,eodhd,MKTG.US
NEWS US,,eodhd,NEWS.US
HTE-U CN,,eodhd,HTE-UN.TO
TWNK US,TWNK,eodhd,TWNK.US
VPBN SW,,eodhd,VPBN.SW
TXMD US,TXMD,eodhd,TXMD.US
JPR LN,,eodhd,JPR.LSE
WYPT US,,eodhd,WYPT.US
FIA1S FH,,eodhd,FIA1S.HE
KUNN SW,,eodhd,KUNN.SW
6939 JP,,yahoo,
AMA AU,,eodhd,AMA.AU
MEET US,,eodhd,MEET.US
WDR US,,eodhd,WDR.US
CPLE11 BZ,CPLE11.SA,eodhd,CPLE11.SA
RWT US,,eodhd,RWT.US
MEIP US,,eodhd,MEIP.US
A072870 KS,,eodhd,072870.KQ
3730 JP,,yahoo,
E2V LN,,eodhd,E2V.LSE
PENN US,PENN,eodhd,PENN.US
BOMN US,,eodhd,BOMN.US
4788 JP,,yahoo,
183 HK,,eodhd,0183.HK
BW US,BW,eodhd,BW.US
QLG MK,7084.KL,eodhd,7084.KLSE
ASYTE US,,eodhd,ASYTE.US
BEIQ US,,eodhd,BEIQ.US
SCNB US,,eodhd,SCNB.US
710 HK,,eodhd,0710.HK
RABA HB,,eodhd,RABA.BUD
LHO US,,eodhd,LHO.US
BSX US,BSX,eodhd,BSX.US
6503 JP,6503.T,yahoo,6503.T
3042 TT,3042.TW,eodhd,3042.TW
PRSP US,,eodhd,PRSP.US
HLE GR,HLE.DE,eodhd,HLE.XETRA
CRI FP,,eodhd,CRI.PA
BB FP,BB.PA,eodhd,BB.PA
6814 JP,,yahoo,
ENV US,ENV,eodhd,ENV.US
RGEN US,RGEN,eodhd,RGEN.US
WK US,WK,eodhd,WK.US
RY CN,RY.TO,eodhd,RY.TO
SPCE US,SPCE,eodhd,SPCE.US
VIE US,,eodhd,VIE.US
AEIS US,AEIS,eodhd,AEIS.US
KARN SW,KARN.SW,eodhd,KARN.SW
CER LN,,eodhd,CER.LSE
EVO SS,EVO.ST,eodhd,EVO.ST
855 HK,,eodhd,0855.HK
AGEI3 BZ,,eodhd,AGEI3.SA
AR US,AR,eodhd,AR.US
ABEV3 BZ,ABEV3.SA,eodhd,ABEV3.SA
OCX US,,eodhd,OCX.US
HRG LN,,eodhd,HRG.LSE
RIV AU,,eodhd,RIV.AU
6256 JP,,yahoo,
INTB3 BZ,,eodhd,INTB3.SA
DNY US,,eodhd,DNY.US
PRM US,,eodhd,PRM.US
R8R GR,,eodhd,R8R.STU
TPE PW,,eodhd,TPE.WAR
051500 KS,051500.KQ,eodhd,051500.KQ
PRU AU,PRU.AX,eodhd,PRU.AU
ONTF US,ONTF,eodhd,ONTF.US
MCDTA US,,eodhd,MCDTA.US
CBB US,,eodhd,CBB.US
SULA11 BZ,SULA11.SA,eodhd,SULA11.SA
CTSH US,CTSH,eodhd,CTSH.US
6506 JP,6506.T,yahoo,6506.T
GNOG US,,eodhd,GNOG.US
SNH SJ,,eodhd,SNH.JSE
CBJ CN,,eodhd,CBJ.TO
SRZ GR,,eodhd,SRZ.XETRA
9104 JP,9104.T,yahoo,9104.T
GAW LN,GAW.L,eodhd,GAW.LSE
MSSN US,,eodhd,MSSN.US
RUP AU,,eodhd,RUP.AU
SPOST SP,S08.SI,eodhd,S08.SG
BLFS US,BLFS,eodhd,BLFS.US
IONS US,IONS,eodhd,IONS.US
PLW PW,,eodhd,PLW.WAR
CVO AU,,eodhd,CVO.AU
UUUU US,UUUU,eodhd,UUUU.US
CARE US,CARE,eodhd,CARE.US
FTEK US,,eodhd,FTEK.US
PEY CN,PEY.TO,eodhd,PEY.TO
KNX US,KNX,eodhd,KNX.US
LO US,,eodhd,LO.US
ICL AU,,eodhd,ICL.AU
SYBX US,,eodhd,SYBX.US
BALDB SS,BALD-B.ST,eodhd,BALD-B.ST
LSF US,,eodhd,LSF.US
BCYC US,BCYC,eodhd,BCYC.US
VNRX US,,eodhd,VNRX.US
HE US,HE,eodhd,HE.US
REMY US,,eodhd,REMY.US
SAFE LN,,eodhd,SAFE.LSE
CHLD LN,,eodhd,CHLD.LSE
BOK LN,,eodhd,BOK.LSE
PBB GR,PBB.DE,eodhd,PBB.XETRA
DRAK NA,,eodhd,DRAK.AS
BHI US,,eodhd,BHI.US
FRNT US,,eodhd,FRNT.US
TED LN,TED.L,eodhd,TED.LSE
TMV GR,TMV.DE,eodhd,TMV.XETRA
8406 TT,8406.TWO,eodhd,8406.TWO
9928 JP,,yahoo,
STP NO,,eodhd,STP.OL
KOD US,KOD,eodhd,KOD.US
VNT US,VNT,eodhd,VNT.US
NERV US,,eodhd,NERV.US
CFG US,CFG,eodhd,CFG.US
ISP IM,ISP.MI,eodhd,ISP.MI
DLM US,,eodhd,DLM.US
BUCN SW,BUCN.SW,eodhd,BUCN.SW
CCIM3 BZ,,eodhd,CCIM3.SA
EID US,,eodhd,EID.US
KFRC US,KFRC,eodhd,KFRC.US
CFL US,,eodhd,CFL.US
SFW LN,,eodhd,SFW.LSE
ESNT US,ESNT,eodhd,ESNT.US
WTN CN,,eodhd,WTN.TO
CSH/UN CA,,ignore,
HRS US,,eodhd,HRS.US
TRY/B US,,eodhd,TRY-B.US
2324 TT,2324.TW,eodhd,2324.TW
HBOS LN,,eodhd,HBOS.LSE
6676 JP,,yahoo,
NETL US,,eodhd,NETL.US
TRHC US,TRHC,eodhd,TRHC.US
3622 TT,,eodhd,3622.TW
AHL US,,eodhd,AHL.US
PMZ-U CN,,eodhd,PMZ-UN.TO
CNCE US,,eodhd,CNCE.US
KRTX US,KRTX,eodhd,KRTX.US
MPLN US,MPLN,eodhd,MPLN.US
MYX AU,,eodhd,MYX.AU
XPP LN,,eodhd,XPP.LSE
JHG US,JHG,eodhd,JHG.US
SAP CN,SAP.TO,eodhd,SAP.TO
AHII US,,eodhd,AHII.US
HNSA SS,HNSA.ST,eodhd,HNSA.ST
NZR NZ,,yahoo,
JKHY US,JKHY,eodhd,JKHY.US
REM SJ,REM.JO,eodhd,REM.JSE
CACH US,,eodhd,CACH.US
3558 TT,,eodhd,3558.TWO
APPS US,APPS,eodhd,APPS.US
2727 TT,,eodhd,2727.TW
IGL US,,eodhd,IGL.US
VAT AV,,eodhd,VAT.VI
PA US,,eodhd,PA.US
PETRONM MK,,eodhd,PETRONM.KLSE
NVDA US,NVDA,eodhd,NVDA.US
AIB MK,,eodhd,AIB.KLSE
WPTE US,,eodhd,WPTE.US
KCI US,,eodhd,KCI.US
IFAR SP,,eodhd,IFAR.SG
6462 TT,,eodhd,6462.TW
CAF SM,CAF.MC,eodhd,CAF.MC
ALV GR,ALV.DE,eodhd,ALV.XETRA
030200 KS,,eodhd,030200.KQ
AKS US,,eodhd,AKS.US
UNF US,UNF,eodhd,UNF.US
MMXM3 BZ,,eodhd,MMXM3.SA
BN FP,BN.PA,eodhd,BN.PA
DR US,,eodhd,DR.US
SCRES MK,,eodhd,SCRES.KLSE
WEGA NA,,eodhd,WEGA.AS
CYBS US,,eodhd,CYBS.US
IFC CN,IFC.TO,eodhd,IFC.TO
SSE LN,SSE.L,eodhd,SSE.LSE
RBCAA US,,eodhd,RBCAA.US
TLV1V FH,,eodhd,TLV1V.HE
NYLD US,,eodhd,NYLD.US
CPN US,,eodhd,CPN.US
A044490 KS,,eodhd,044490.KQ
1215 TT,,eodhd,1215.TW
FSII US,,eodhd,FSII.US
015750 KS,,eodhd,015750.KQ
CYAD BB,,eodhd,CYAD.BR
2124 JP,2124.T,yahoo,2124.T
MHGC US,,eodhd,MHGC.US
DDIC US,,eodhd,DDIC.US
GRBK US,GRBK,eodhd,GRBK.US
GNRT US,,eodhd,GNRT.US
ENTU US,,eodhd,ENTU.US
3395 JP,,yahoo,
GME US,,eodhd,GME.US
ROSE US,,eodhd,ROSE.US
MDKA IJ,MDKA.JK,eodhd,MDKA.JK
OSIP US,,eodhd,OSIP.US
099190 KS,,eodhd,099190.KQ
AXTA US,AXTA,eodhd,AXTA.US
ACM/A CN,,eodhd,ACM-A.TO
CAA US,,eodhd,CAA.US
VT9 LN,,eodhd,VT9.LSE
PBI US,PBI,eodhd,PBI.US
9502 JP,9502.T,yahoo,9502.T
9065 JP,9065.T,yahoo,9065.T
OPRX US,OPRX,eodhd,OPRX.US
CNST US,,eodhd,CNST.US
CVGI US,,eodhd,CVGI.US
COP US,COP,eodhd,COP.US
GLYC US,,eodhd,GLYC.US
BOL FP,BOL.PA,eodhd,BOL.PA
214370 KS,,eodhd,214370.KQ
PLAY US,PLAY,eodhd,PLAY.US
VIVR3 BZ,,eodhd,VIVR3.SA
VNCE US,,eodhd,VNCE.US
HNR1 GR,HNR1.DE,eodhd,HNR1.XETRA
1326 TT,1326.TW,eodhd,1326.TW
DTAC TB,DTAC.BK,eodhd,DTAC.BK
044490 KS,,eodhd,044490.KQ
DWSN US,,eodhd,DWSN.US
006730 KS,,eodhd,006730.KQ
2440 JP,,yahoo,
2889 TT,,eodhd,2889.TW
RVBD US,,eodhd,RVBD.US
128940 KS,128940.KS,eodhd,128940.KO
GIMA IM,,eodhd,GIMA.MI
SPT AU,,eodhd,SPT.AU
NEXT US,,eodhd,NEXT.US
HOLN SW,HOLN.SW,eodhd,HOLN.SW
SFA US,,eodhd,SFA.US
SDA1V FH,,eodhd,SDA1V.HE
GTN PW,,eodhd,GTN.WAR
SHFL US,,eodhd,SHFL.US
ALK US,ALK,eodhd,ALK.US
FBP US,FBP,eodhd,FBP.US
HCCI US,HCCI,eodhd,HCCI.US
TTR1 GR,,eodhd,TTR1.XETRA
074600 KS,074600.KQ,eodhd,074600.KQ
NCM AU,NCM.AX,eodhd,NCM.AU
148 HK,,eodhd,0148.HK
4088 JP,4088.T,yahoo,4088.T
AGM AU,,eodhd,AGM.AU
5727 JP,5727.T,yahoo,5727.T
6508 JP,6508.T,yahoo,6508.T
SIE GR,SIE.DE,eodhd,SIE.XETRA
BYSI US,,eodhd,BYSI.US
COCO US,,eodhd,COCO.US
AMSTL NA,,eodhd,AMSTL.AS
EURN BB,EURN.BR,eodhd,EURN.BR
8180 JP,,yahoo,
EDR CN,EDR.TO,eodhd,EDR.TO
2201 TT,,eodhd,2201.TW
LEN/B US,,eodhd,LEN-B.US
GJTL IJ,,eodhd,GJTL.JK
CHINA US,,eodhd,CHINA.US
SCFS US,,eodhd,SCFS.US
TRZ/B CN,,eodhd,TRZ-B.TO
CARG US,CARG,eodhd,CARG.US
SYNT US,,eodhd,SYNT.US
EML NA,,eodhd,EML.AS
GLYN US,,eodhd,GLYN.US
PTV US,,eodhd,PTV.US
IFCN SW,IFCN.SW,eodhd,IFCN.SW
ATS AV,ATS.VI,eodhd,ATS.VI
MOND US,,eodhd,MOND.US
GBP US,,eodhd,GBP.US
NNB SS,,eodhd,NNB.ST
1719 JP,1719.T,yahoo,1719.T
7276 JP,7276.T,yahoo,7276.T
ROCC US,PVAC,eodhd,ROCC.US
ALTA US,,eodhd,ALTA.US
145720 KS,145720.KS,eodhd,145720.KO
ZQKSQ US,,eodhd,ZQKSQ.US
DVN US,DVN,eodhd,DVN.US
PSON LN,PSON.L,eodhd,PSON.LSE
2688 HK,2688.HK,eodhd,2688.HK
NBCB US,,eodhd,NBCB.US
3703 TT,,eodhd,3703.TW
IAU AU,,eodhd,IAU.AU
5930 JP,,yahoo,
A011930 KS,,eodhd,011930.KQ
FSC US,,eodhd,FSC.US
SPNE US,,eodhd,SPNE.US
PDYN US,,eodhd,PDYN.US
SORC US,,eodhd,SORC.US
MAG CN,MAG.TO,eodhd,MAG.TO
GUOL SP,,eodhd,GUOL.SG
SKRRF US,,eodhd,SKRRF.US
AFI US,,eodhd,AFI.US
5411 JP,5411.T,yahoo,5411.T
CSAR US,,eodhd,CSAR.US
NGPC US,,eodhd,NGPC.US
OXUR BB,,eodhd,OXUR.BR
FCBC US,,eodhd,FCBC.US
FAL/LV CN,,eodhd,FAL/LV.TO
ESRX US,,eodhd,ESRX.US
SMLS3 BZ,,eodhd,SMLS3.SA
IMDC US,,eodhd,IMDC.US
AYE US,,eodhd,AYE.US
6278 TT,,eodhd,6278.TW
Y US,,eodhd,Y.US
CYTR US,,eodhd,CYTR.US
DW CN,,eodhd,DW.TO
ZZZ CN,ZZZ.TO,eodhd,ZZZ.TO
AFX SJ,,eodhd,AFX.JSE
NUF AU,NUF.AX,eodhd,NUF.AU
KNSY US,,eodhd,KNSY.US
NTRA US,NTRA,eodhd,NTRA.US
IWOV US,,eodhd,IWOV.US
BSLN SW,BSLN.SW,eodhd,BSLN.SW
MMC LN,,eodhd,MMC.LSE
TAL US,,eodhd,TAL.US
13 HK,,eodhd,0013.HK
1097 HK,,eodhd,1097.HK
6474 JP,6474.T,yahoo,6474.T
APFH US,,eodhd,APFH.US
VALUE SP,,eodhd,VALUE.SG
JAZZ US,JAZZ,eodhd,JAZZ.US
KGN AU,,eodhd,KGN.AU
MGM US,MGM,eodhd,MGM.US
ACMR US,,eodhd,ACMR.US
REL LN,REL.L,eodhd,REL.LSE
OUE SP,,eodhd,OUE.SG
MULT3 BZ,,eodhd,MULT3.SA
EUR PW,EUR.WA,eodhd,EUR.WAR
RIGS US,,eodhd,RIGS.US
FBK IM,FBK.MI,eodhd,FBK.MI
ART US,,eodhd,ART.US
BAGFS TI,,eodhd,BAGFS.IS
DEA IM,,eodhd,DEA.MI
CERE US,CERE,eodhd,CERE.US
PNX LN,,eodhd,PNX.LSE
CDI FP,,eodhd,CDI.PA
CSLT US,,eodhd,CSLT.US
TECH US,TECH,eodhd,TECH.US
FWEB LN,,eodhd,FWEB.LSE
SFR FP,,eodhd,SFR.PA
IPR LN,,eodhd,IPR.LSE
PRIO3 BZ,,eodhd,PRIO3.SA
DCBO CN,DCBO.TO,eodhd,DCBO.TO
HTHR US,,eodhd,HTHR.US
CARD LN,CARD.L,eodhd,CARD.LSE
SI US,SI,eodhd,SI.US
3360 JP,3360.T,yahoo,3360.T
MSK IM,,eodhd,MSK.MI
IGY GR,,eodhd,IGY.XETRA
LHX US,LHX,eodhd,LHX.US
AXNX US,AXNX,eodhd,AXNX.US
DDUP US,,eodhd,DDUP.US
ROC US,,eodhd,ROC.US
IDCC US,,eodhd,IDCC.US
FCAM LN,,eodhd,FCAM.LSE
TWLL US,,eodhd,TWLL.US
SPL AU,,eodhd,SPL.AU
6255 JP,,yahoo,
MNMD US,MNMD,eodhd,MNMD.US
HCR US,,eodhd,HCR.US
CHR DC,CHR.CO,eodhd,CHR.CO
8154 JP,,yahoo,
TBCC US,,eodhd,TBCC.US
ABI US,,eodhd,ABI.US
ATRS US,ATRS,eodhd,ATRS.US
LCAV US,,eodhd,LCAV.US
073240 KS,,eodhd,073240.KQ
AXA NO,,eodhd,AXA.OL
CGI US,,eodhd,CGI.US
PSPN SW,PSPN.SW,eodhd,PSPN.SW
PATK US,PATK,eodhd,PATK.US
6432 JP,6432.T,yahoo,6432.T
7186 JP,7186.T,yahoo,7186.T
UCOMA US,,eodhd,UCOMA.US
FSH US,,eodhd,FSH.US
754 HK,,eodhd,0754.HK
VTWR GR,VTWR.BE,eodhd,VTWR.XETRA
ATH US,,eodhd,ATH.US
RWE GR,RWE.DE,eodhd,RWE.XETRA
MRT SP,,eodhd,MRT.SG
SDXC US,,eodhd,SDXC.US
MDVL US,,eodhd,MDVL.US
CLS1 GR,,eodhd,CLS1.HM
TRAD US,,eodhd,TRAD.US
IMOS UQ,,ignore,
NSTG US,NSTG,eodhd,NSTG.US
8113 JP,8113.T,yahoo,8113.T
6669 TT,6669.TW,eodhd,6669.TW
OMTR US,,eodhd,OMTR.US
3031 TT,,eodhd,3031.TW
CDXC US,CDXC,eodhd,CDXC.US
IPN FP,IPN.PA,eodhd,IPN.PA
4819 JP,4819.T,yahoo,4819.T
9832 JP,,yahoo,
BURE SS,,eodhd,BURE.ST
AWI US,AWI,eodhd,AWI.US
PIR AU,,eodhd,PIR.AU
TARA US,,eodhd,TARA.US
3722 JP,,yahoo,
NXST US,NXST,eodhd,NXST.US
004790 KS,,eodhd,004790.KQ
CWK US,CWK,eodhd,CWK.US
RESN US,,eodhd,RESN.US
CXW US,CXW,eodhd,CXW.US
6323 JP,6323.T,yahoo,6323.T
KYG ID,,eodhd,KYG.IR
VPK NA,VPK.AS,eodhd,VPK.AS
VSE US,,eodhd,VSE.US
MAR US,MAR,eodhd,MAR.US
SLM SJ,SLM.JO,eodhd,SLM.JSE
TINS IJ,TINS.JK,eodhd,TINS.JK
EQI AU,,eodhd,EQI.AU
TME IM,,eodhd,TME.MI
IDBD IT,,eodhd,IDBD.TA
USG US,,eodhd,USG.US
MYL US,,eodhd,MYL.US
SLIGR NA,,eodhd,SLIGR.AS
PAYS US,,eodhd,PAYS.US
CEPH US,,eodhd,CEPH.US
ELC IM,,eodhd,ELC.MI
TNG FP,,eodhd,TNG.PA
KYTH US,,eodhd,KYTH.US
5929 JP,5929.T,yahoo,5929.T
MGNS LN,MGNS.L,eodhd,MGNS.LSE
VLTSA FP,VLTSA.PA,eodhd,VLTSA.PA
HY US,HY,eodhd,HY.US
6871 JP,6871.T,yahoo,6871.T
LCUT US,,eodhd,LCUT.US
PBG PW,,eodhd,PBG.WAR
2457 TT,,eodhd,2457.TW
AQMS US,,eodhd,AQMS.US
BIOT SS,BIOT.ST,eodhd,BIOT.ST
JGW US,,eodhd,JGW.US
COHU US,COHU,eodhd,COHU.US
003570 KS,,eodhd,003570.KQ
MAH AU,,eodhd,MAH.AU
SFD US,,eodhd,SFD.US
TW US,TW,eodhd,TW.US
CACB US,,eodhd,CACB.US
GNCMA US,,eodhd,GNCMA.US
DBAN GR,,eodhd,DBAN.XETRA
ZGEN US,,eodhd,ZGEN.US
CPA/U CN,,eodhd,CPA/U.TO
WAGE US,,eodhd,WAGE.US
AOE AU,,eodhd,AOE.AU
241560 KS,241560.KS,eodhd,241560.KO
861 HK,,eodhd,0861.HK
CBST US,,eodhd,CBST.US
CTT LN,,eodhd,CTT.LSE
ALREW FP,,eodhd,ALREW.PA
SIDE GA,,eodhd,SIDE.AT
TAHO US,,eodhd,TAHO.US
IT CN,,eodhd,IT.TO
HAL US,HAL,eodhd,HAL.US
CULP US,,eodhd,CULP.US
AMB US,,eodhd,AMB.US
8110 TT,,eodhd,8110.TW
SNT SJ,,eodhd,SNT.JSE
MCIP US,,eodhd,MCIP.US
FNFG US,,eodhd,FNFG.US
VRNT US,VRNT,eodhd,VRNT.US
IQW/SV CN,,eodhd,IQW/SV.TO
STAA US,STAA,eodhd,STAA.US
7445 JP,,yahoo,
PRS NO,,eodhd,PRS.OL
ISU AU,,eodhd,ISU.AU
4 HK,0004.HK,eodhd,0004.HK
BEAS US,,eodhd,BEAS.US
MOFG US,,eodhd,MOFG.US
SSB US,SSB,eodhd,SSB.US
LAT1V FH,,eodhd,LAT1V.HE
CCH US,,eodhd,CCH.US
SKI AU,,eodhd,SKI.AU
BAS1V FH,,eodhd,BAS1V.HE
FHN US,FHN,eodhd,FHN.US
NUCO US,,eodhd,NUCO.US
VVC US,,eodhd,VVC.US
ELVT US,,eodhd,ELVT.US
AIRG US,,eodhd,AIRG.US
ACM LN,,eodhd,ACM.LSE
4190 TW,,ignore,
006280 KS,006280.KS,eodhd,006280.KQ
S2M GR,,eodhd,S2M.MU
MTS AU,MTS.AX,eodhd,MTS.AU
PRAI US,,eodhd,PRAI.US
IDXC US,,eodhd,IDXC.US
GUNKUL TB,,eodhd,GUNKUL.BK
FSLY US,FSLY,eodhd,FSLY.US
NOR NO,,eodhd,NOR.OL
RCB PM,,eodhd,RCB.PSE
ALGN US,ALGN,eodhd,ALGN.US
6274 TT,6274.TWO,eodhd,6274.TWO
SUN AU,SUN.AX,eodhd,SUN.AU
SZG GR,SZG.DE,eodhd,SZG.XETRA
HLMA LN,HLMA.L,eodhd,HLMA.LSE
VSI US,,eodhd,VSI.US
LMOS US,,eodhd,LMOS.US
JOUT US,,eodhd,JOUT.US
ZOLT US,,eodhd,ZOLT.US
AROP US,,eodhd,AROP.US
VESTA* MF,VESTA.MX,eodhd,VESTA.MX
KHC US,KHC,eodhd,KHC.US
CCPR3 BZ,,eodhd,CCPR3.SA
6152 TT,,eodhd,6152.TW
TGA AU,,eodhd,TGA.AU
DLTR US,DLTR,eodhd,DLTR.US
9917 TT,,eodhd,9917.TW
4617 JP,,yahoo,
GEF US,GEF,eodhd,GEF.US
OCDO LN,OCDO.L,eodhd,OCDO.LSE
1473 TT,,eodhd,1473.TW
INDF IJ,INDF.JK,eodhd,INDF.JK
ESLR US,,eodhd,ESLR.US
MNG CN,,eodhd,MNG.CN
WKHS US,WKHS,eodhd,WKHS.US
IKAN US,,eodhd,IKAN.US
TCH FP,,eodhd,TCH.PA
UPM FH,UPM.HE,eodhd,UPM.HE
DE US,DE,eodhd,DE.US
SRGA US,,eodhd,SRGA.US
UNCA US,,eodhd,UNCA.US
HKRS US,,eodhd,HKRS.US
SKP MK,,eodhd,SKP.KLSE
ENTR US,,eodhd,ENTR.US
9037 JP,,yahoo,
RDHL US,,eodhd,RDHL.US
YLO/U CN,,eodhd,YLO/U.TO
4966 TT,4966.TWO,eodhd,4966.TWO
ESE US,ESE,eodhd,ESE.US
142 HK,,eodhd,0142.HK
HIIQ US,,eodhd,HIIQ.US
DTLK US,,eodhd,DTLK.US
FDS US,FDS,eodhd,FDS.US
ECW MK,8206.KL,eodhd,8206.KLSE
KED US,,eodhd,KED.US
CAP US,,eodhd,CAP.US
SEE US,SEE,eodhd,SEE.US
TSKB TI,TSKB.IS,eodhd,TSKB.IS
TRCAS TI,,eodhd,TRCAS.IS
CC US,CC,eodhd,CC.US
RKT LN,RKT.L,eodhd,RKT.LSE
AFCI US,,eodhd,AFCI.US
MEH US,,eodhd,MEH.US
CTFO US,,eodhd,CTFO.US
SEND US,,eodhd,SEND.US
3034 TT,3034.TW,eodhd,3034.TW
SPB US,SPB,eodhd,SPB.US
IRDM US,IRDM,eodhd,IRDM.US
FSS US,FSS,eodhd,FSS.US
SAI AU,,eodhd,SAI.AU
OCNUS SP,,eodhd,OCNUS.SG
MLI US,,eodhd,MLI.US
PBG AU,,eodhd,PBG.AU
GNA CN,,eodhd,GNA.TO
KEL CN,,eodhd,KEL.TO
SYMM US,,eodhd,SYMM.US
NOBI SS,NOBI.ST,eodhd,NOBI.ST
7522 JP,,yahoo,
APKT US,,eodhd,APKT.US
JI4 GR,,eodhd,JI4.XETRA
TLG GR,,eodhd,TLG.XETRA
FPO US,,eodhd,FPO.US
GSK LN,GSK.L,eodhd,GSK.LSE
DBI US,DBI,eodhd,DBI.US
EXM US,,eodhd,EXM.US
SDL LN,,eodhd,SDL.LSE
293490 KS,293490.KQ,eodhd,293490.KQ
ISD AU,,eodhd,ISD.AU
ALAPIS GA,,eodhd,ALAPIS.AT
SAHOL TI,SAHOL.IS,eodhd,SAHOL.IS
SHEL LN,SHEL.L,eodhd,SHEL.LSE
CRUZ3 BZ,,eodhd,CRUZ3.SA
GPC US,GPC,eodhd,GPC.US
PLTK US,PLTK,eodhd,PLTK.US
OHL SM,OHLA.MC,eodhd,OHL.MC
PCELL SS,PCELL.ST,eodhd,PCELL.ST
046890 KS,046890.KQ,eodhd,046890.KQ
GNTX US,GNTX,eodhd,GNTX.US
WIIT IM,WIIT.MI,eodhd,WIIT.MI
SHRP US,,eodhd,SHRP.US
OGC CN,OGC.TO,eodhd,OGC.TO
ATEA NO,ATEA.OL,eodhd,ATEA.OL
MRO US,MRO,eodhd,MRO.US
MSGS US,MSGS,eodhd,MSGS.US
CWI AV,,eodhd,CWI.VI
2120 JP,,yahoo,
DOCS LN,DOCS.L,eodhd,DOCS.LSE
SVM CN,,eodhd,SVM.TO
GYI US,,eodhd,GYI.US
SBMO NA,SBMO.AS,eodhd,SBMO.AS
036890 KS,,eodhd,036890.KQ
MCRL US,,eodhd,MCRL.US
HOCN SW,,eodhd,HOCN.SW
006040 KS,,eodhd,006040.KQ
AUW AU,,eodhd,AUW.AU
480 HK,,eodhd,0480.HK
3356 TT,,eodhd,3356.TW
RMH SJ,,eodhd,RMH.JSE
144 HK,,eodhd,0144.HK
NLI US,,eodhd,NLI.US
OCE SJ,,eodhd,OCE.JSE
DST US,,eodhd,DST.US
MVNR US,,eodhd,MVNR.US
1801 JP,1801.T,yahoo,1801.T
CBB MK,,eodhd,CBB.KLSE
CFW CN,,eodhd,CFW.TO
EMBT US,,eodhd,EMBT.US
1460 TT,,eodhd,1460.TW
ADBE US,ADBE,eodhd,ADBE.US
GMR US,,eodhd,GMR.US
VITA US,,eodhd,VITA.US
POSS US,,eodhd,POSS.US
TIG LN,,eodhd,TIG.LSE
1881 JP,,yahoo,
AMRN US,,eodhd,AMRN.US
AU/ LN,,eodhd,AU.LSE
APV US,,eodhd,APV.US
NL US,,eodhd,NL.US
DBK GR,DBK.DE,eodhd,DBK.XETRA
FBD ID,,eodhd,FBD.IR
006400 KS,006400.KS,eodhd,006400.KQ
CY US,,eodhd,CY.US
GERN US,GERN,eodhd,GERN.US
PSPT US,,eodhd,PSPT.US
8584 JP,,yahoo,
PASG US,,eodhd,PASG.US
